year,month,date,Season,dataSeason,company,track,volume_origin,volume_desc,volume,origin_round,round
2018,Aug,Aug-18,Q3,2018 Q3,快陪练,Enrichment Programs,5000万人民币,5000,5000,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,拉扎斯文化传媒,Vocational Edu.,150,150,150,Seed/Angel,Seed/Angel
2018,Sep,Sep-18,Q3,2018 Q3,来offer,Vocational Edu.,数千万人民币,2000,2000,A,A
2017,Mar,Mar-17,Q1,2017 Q1,莱特兄弟,Enrichment Programs,数千万人民币,2000,2000,Pre-A,Pre-A
2018,Sep,Sep-18,Q3,2018 Q3,莱特兄弟,Enrichment Programs,6000万,6000,6000,A,A
2017,Nov,Nov-17,Q4,2017 Q4,兰博文体育,Enrichment Programs,2000,2000,2000,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,蓝蘑菇,Enrichment Programs,未透露,0,0,Seed/Angel,Seed/Angel
2017,Sep,Sep-17,Q3,2017 Q3,蓝墨科技,Higher Edu.,2000,2000,2000,A,A
2017,Mar,Mar-17,Q1,2017 Q1,蓝帕科技,SaaS & Informatization,5400,5400,5400,A,A
2016,Nov,Nov-16,Q4,2016 Q4,蓝铅笔,Enrichment Programs,2000,2000,2000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,蓝橡树,Study Abroad Services,2000,2000,2000,Pre-A,Pre-A
2015,Oct,Oct-15,Q4,2015 Q4,琅琅,Language Learning,1000,1000,1000,A,A
2016,Jul,Jul-16,Q3,2016 Q3,朗播网,Language Learning,2000,2000,2000,A,A
2018,Mar,Mar-18,Q1,2018 Q1,朗恩儿童美语,Language Learning,2000,2000,2000,Seed/Angel,Seed/Angel
2017,Dec,Dec-17,Q4,2017 Q4,朗鹰教育,Language Learning,2000,2000,2000,A,A
2016,Jan,Jan-16,Q1,2016 Q1,老A电商学院,Vocational Edu.,14000,14000,14000,A,A
2015,Jun,Jun-15,Q2,2015 Q2,老师好-师全师美,K12,6370,6370,6370,A,A
2015,Aug,Aug-15,Q3,2015 Q3,老师好-师全师美,K12,0,0,6370,A+,A
2014,Apr,Apr-14,Q2,2014 Q2,乐博乐博机器人,STEM,1000,1000,1000,Pre-A,Pre-A
2015,Apr,Apr-15,Q2,2015 Q2,乐博乐博机器人,STEM,1800,1800,1800,Strategic Investment,Strategic Investment
2017,Dec,Dec-17,Q4,2017 Q4,乐恩教育,K12,2000,2000,2000,A,A
2015,Jun,Jun-15,Q2,2015 Q2,乐乐课堂,K12,3185,3185,3185,A,A
2015,Sep,Sep-15,Q3,2015 Q3,乐乐课堂,K12,12740,12740,12740,B,B
2016,Jan,Jan-16,Q1,2016 Q1,乐乐课堂,K12,2000,2000,2000,B+,B
2016,Sep,Sep-16,Q3,2016 Q3,乐思塾,Early Childhood Edu.,6600,6600,6600,B,B
2017,Aug,Aug-17,Q3,2017 Q3,乐斯教育,Enrichment Programs,2000,2000,2000,Seed/Angel,Seed/Angel
2015,Sep,Sep-15,Q3,2015 Q3,乐学高考,K12,2548,2548,2548,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,乐学习,Language Learning,1000,1000,1000,Pre-A,Pre-A
2017,May,May-17,Q2,2017 Q2,乐智机器人,STEM,1000万人民币,1000,1000,Seed/Angel,Seed/Angel
2017,Aug,Aug-17,Q3,2017 Q3,乐智机器人,STEM,数千万人民币,2000,2000,Pre-A,Pre-A
2018,Sep,Sep-18,Q3,2018 Q3,乐智机器人,STEM,1500万人民币,1500,1500,Strategic Investment,Strategic Investment
2015,Nov,Nov-15,Q4,2015 Q4,狸米学习,K12,1274,1274,1274,Seed/Angel,Seed/Angel
2016,Dec,Dec-16,Q4,2016 Q4,狸米学习,K12,5000,5000,5000,A,A
2017,Apr,Apr-17,Q2,2017 Q2,理优1对1,K12,2000,2000,2000,A,A
2018,Aug,Aug-18,Q3,2018 Q3,力翰科学,STEM,数千万人民币,2000,2000,A,A
2017,Apr,Apr-17,Q2,2017 Q2,荔枝微课,Paid Knowledge,6800,6800,6800,A,A
2018,Jun,Jun-18,Q2,2018 Q2,联帮在线,Language Learning,0,0,12000,B,B
2016,Dec,Dec-16,Q4,2016 Q4,联创中控,Higher Edu.,0,0,800,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,炼金术学堂,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2017,Jun,Jun-17,Q2,2017 Q2,量子学派,SaaS & Informatization,500,500,500,Seed/Angel,Seed/Angel
2015,Apr,Apr-15,Q2,2015 Q2,猎掌门,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2015,Jul,Jul-15,Q3,2015 Q3,邻师,K12,300,300,300,Seed/Angel,Seed/Angel
2015,Jun,Jun-15,Q2,2015 Q2,凌声芯语音,SaaS & Informatization,2000,2000,2000,A,A
2017,Dec,Dec-17,Q4,2017 Q4,领世培优,K12,1500,1500,1500,A,A
2017,Apr,Apr-17,Q2,2017 Q2,留学府,Study Abroad Services,200,200,200,Seed/Angel,Seed/Angel
2017,Mar,Mar-17,Q1,2017 Q1,柳橙网,Study Abroad Services,1784,1784,1784,新三板,NEEQ Fund-raising
2018,Oct,Oct-18,Q4,2018 Q4,龙之门教育,K12,1亿人民币,10000,10000,A,A
2017,Jun,Jun-17,Q2,2017 Q2,录趣,K12,300,300,300,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,录趣,K12,1500,1500,1500,A,A
2015,Mar,Mar-15,Q1,2015 Q1,罗辑思维,Others,0,0,12000,B,B
2014,Sep,Sep-14,Q3,2014 Q3,萝卜太辣,STEM,200,200,200,Seed/Angel,Seed/Angel
2017,Feb,Feb-17,Q1,2017 Q1,萝卜屯,STEM,1000,1000,1000,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,洛克公园,Enrichment Programs,7000,7000,7000,B+,B
2018,Mar,Mar-18,Q1,2018 Q1,绿橙幼儿园,Early Childhood Edu.,5000,5000,5000,A,A
2017,Oct,Oct-17,Q4,2017 Q4,玛瑞欧教育,Language Learning,200,200,200,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,码高机器人,STEM,2000,2000,2000,Pre-A,Pre-A
2018,May,May-18,Q2,2018 Q2,码力玩加,STEM,0,0,4000,A,A
2018,Sep,Sep-18,Q3,2018 Q3,迈德国际成长中心,Enrichment Programs,数百万人民币,200,200,Pre-A,Pre-A
2018,Jan,Jan-18,Q1,2018 Q1,迈格森国际教育,Language Learning,5635,5635,5635,Seed/Angel,Seed/Angel
2014,Jul,Jul-14,Q3,2014 Q3,麦可网,Vocational Edu.,1000,1000,1000,A,A
2014,Dec,Dec-14,Q4,2014 Q4,麦可在线,Early Childhood Edu.,4000,4000,4000,Undiscloused,Undiscloused
2018,Jun,Jun-18,Q2,2018 Q2,麦麦养成教育,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2018,Sep,Sep-18,Q3,2018 Q3,麦斯数学,Enrichment Programs,数千万人民币,2000,2000,Pre-A,Pre-A
2015,Jun,Jun-15,Q2,2015 Q2,麦淘亲子,Enrichment Programs,4000,4000,4000,A,A
2017,Feb,Feb-17,Q1,2017 Q1,麦淘亲子,Enrichment Programs,7000,7000,7000,B,B
2018,Oct,Oct-18,Q4,2018 Q4,麦田里,Language Learning,500万人民币,500,500,A,A
2015,Nov,Nov-15,Q4,2015 Q4,麦子学院,Vocational Edu.,10000,10000,10000,B,B
2018,Jun,Jun-18,Q2,2018 Q2,卖家成长网,Vocational Edu.,2000,2000,2000,A,A
2014,Apr,Apr-14,Q2,2014 Q2,每日瑜伽,Enrichment Programs,1000,1000,1000,Seed/Angel,Seed/Angel
2016,Jun,Jun-16,Q2,2016 Q2,美联英语,Language Learning,17000,17000,17000,Undiscloused,Undiscloused
2018,Apr,Apr-18,Q2,2018 Q2,美世教育,Study Abroad Services,6000,6000,6000,A,A
2014,Dec,Dec-14,Q4,2014 Q4,美术宝,Enrichment Programs,460万美元,2990,2990,A,A
2015,Dec,Dec-15,Q4,2015 Q4,美术宝,Enrichment Programs,6600万人民币,6600,6600,Pre-B,B
2016,Sep,Sep-16,Q3,2016 Q3,美术宝,Enrichment Programs,5200万人民币,5200,5200,B,B
2018,Oct,Oct-18,Q4,2018 Q4,美术宝,Enrichment Programs,1500万美元,9750,9750,B+,B
2018,Sep,Sep-18,Q3,2018 Q3,美语之星,Language Learning,1000万人民币,1000,1000,Pre-A,Pre-A
2017,Dec,Dec-17,Q4,2017 Q4,美悦钢琴,Enrichment Programs,1200,1200,1200,Pre-A,Pre-A
2016,Jan,Jan-16,Q1,2016 Q1,萌番日语,Language Learning,未透露,0,0,Seed/Angel,Seed/Angel
2017,Mar,Mar-17,Q1,2017 Q1,萌番日语,Language Learning,未透露,0,0,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,萌番日语,Language Learning,未透露,0,0,A,A
2014,Nov,Nov-14,Q4,2014 Q4,萌码网,Vocational Edu.,100,100,100,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,蒙迪教育,Early Childhood Edu.,未透露,0,0,Strategic Investment,Strategic Investment
2017,Mar,Mar-17,Q1,2017 Q1,梦想之巅,Enrichment Programs,2000,2000,2000,A,A
2016,Jan,Jan-16,Q1,2016 Q1,梦芽教育,Early Childhood Edu.,1000,1000,1000,A,A
2014,Apr,Apr-14,Q2,2014 Q2,米豆科技,Study Abroad Services,650,650,650,Seed/Angel,Seed/Angel
2016,Aug,Aug-16,Q3,2016 Q3,米盒,Higher Edu.,200,200,200,Seed/Angel,Seed/Angel
2014,Sep,Sep-14,Q3,2014 Q3,米科互动,K12,1000,1000,1000,Seed/Angel,Seed/Angel
2015,Sep,Sep-15,Q3,2015 Q3,米学网,K12,200,200,200,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,喵姐早教说,Paid Knowledge,未透露,0,0,A,A
2015,Nov,Nov-15,Q4,2015 Q4,喵爪,STEM,1000,1000,1000,Pre-A,Pre-A
2017,Dec,Dec-17,Q4,2017 Q4,妙小程,STEM,数百万人民币,200,200,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,妙小程,STEM,1600万人民币,1600,1600,Pre-A,Pre-A
2018,Sep,Sep-18,Q3,2018 Q3,妙小程,STEM,1000万美元,6500,6500,A,A
2015,Jun,Jun-15,Q2,2015 Q2,名师宝,K12,3000,3000,3000,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,摩登大自然,Enrichment Programs,2000,2000,2000,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,魔岛英语,Language Learning,未透露,0,0,Seed/Angel,Seed/Angel
2014,Jul,Jul-14,Q3,2014 Q3,魔方英语,Language Learning,1300,1300,1300,A,A
2017,Mar,Mar-17,Q1,2017 Q1,魔力耳朵,Language Learning,1000万人民币,1000,1000,Seed/Angel,Seed/Angel
2017,Aug,Aug-17,Q3,2017 Q3,魔力耳朵,Language Learning,4000万人民币,4000,4000,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,魔力耳朵,Language Learning,1.2亿人民币,12000,12000,A,A
2014,Sep,Sep-14,Q3,2014 Q3,魔力学院,Language Learning,0,0,800,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,魔术先生,Vocational Edu.,0,0,4000,A,A
2018,Mar,Mar-18,Q1,2018 Q1,母婴行业观察,Early Childhood Edu.,800,800,800,Seed/Angel,Seed/Angel
2017,Feb,Feb-17,Q1,2017 Q1,慕华尚测,K12,3000,3000,3000,Undiscloused,Undiscloused
2018,Jan,Jan-18,Q1,2018 Q1,纳豆之家,Study Abroad Services,0,0,800,Seed/Angel,Seed/Angel
2018,Feb,Feb-18,Q1,2018 Q1,南博教育,SaaS & Informatization,300,300,300,Seed/Angel,Seed/Angel
2017,Jan,Jan-17,Q1,2017 Q1,南京储君教育,Early Childhood Edu.,5000,5000,5000,Undiscloused,Undiscloused
2015,May,May-15,Q2,2015 Q2,能动英语,Language Learning,3000,3000,3000,Strategic Investment,Strategic Investment
2016,Sep,Sep-16,Q3,2016 Q3,能力天空,SaaS & Informatization,8000,8000,8000,C,C
2018,Aug,Aug-18,Q3,2018 Q3,柠檬悦读,K12,5000万人民币,5000,5000,Seed/Angel,Seed/Angel
2016,Jan,Jan-16,Q1,2016 Q1,牛班网,Enrichment Programs,1820,1820,1820,A,A
2014,Dec,Dec-14,Q4,2014 Q4,牛客网,Vocational Edu.,0,0,400,Seed/Angel,Seed/Angel
2016,Jul,Jul-16,Q3,2016 Q3,牛客网,Vocational Edu.,1000,1000,1000,Pre-A,Pre-A
2018,Mar,Mar-18,Q1,2018 Q1,牛客网,Vocational Edu.,2000,2000,2000,A,A
2018,May,May-18,Q2,2018 Q2,牛牛成长,Enrichment Programs,2000,2000,2000,Pre-A,Pre-A
2017,Mar,Mar-17,Q1,2017 Q1,纽诺育儿,Early Childhood Edu.,1000,1000,1000,Pre-A,Pre-A
2018,Apr,Apr-18,Q2,2018 Q2,纽诺育儿,Early Childhood Edu.,6500,6500,6500,A,A
2015,Jun,Jun-15,Q2,2015 Q2,诺贝儿教育,Early Childhood Edu.,2000,2000,2000,A,A
2016,Oct,Oct-16,Q4,2016 Q4,诺贝儿教育,Early Childhood Edu.,7500,7500,7500,B,B
2017,Jun,Jun-17,Q2,2017 Q2,诺博教育,Early Childhood Edu.,4290,4290,4290,A,A
2016,Dec,Dec-16,Q4,2016 Q4,欧美思,SaaS & Informatization,5000,5000,5000,A,A
2018,Feb,Feb-18,Q1,2018 Q1,欧美思,SaaS & Informatization,15000,15000,15000,B,B
2016,Sep,Sep-16,Q3,2016 Q3,派希PACEE,Enrichment Programs,100,100,100,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,派学车,Vocational Edu.,0,0,5000,Strategic Investment,Strategic Investment
2017,Jun,Jun-17,Q2,2017 Q2,湃乐思教育,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2014,Mar,Mar-14,Q1,2014 Q1,泡面吧,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2014,Nov,Nov-14,Q4,2014 Q4,陪读学堂,K12,1000,1000,1000,A,A
2015,Sep,Sep-15,Q3,2015 Q3,陪你练,Enrichment Programs,382,382,382,Seed/Angel,Seed/Angel
2015,Aug,Aug-15,Q3,2015 Q3,陪你学古筝,Enrichment Programs,20,20,20,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,皮皮鱼少儿英语,Language Learning,8000,8000,8000,Pre-A,Pre-A
2015,Aug,Aug-15,Q3,2015 Q3,皮影客,Enrichment Programs,0,0,680,Seed/Angel,Seed/Angel
2017,Jul,Jul-17,Q3,2017 Q3,皮影客,Enrichment Programs,1700,1700,1700,A,A
2015,Sep,Sep-15,Q3,2015 Q3,拼班,Others,500,500,500,Seed/Angel,Seed/Angel
2017,Oct,Oct-17,Q4,2017 Q4,平行线教育,K12,8000,8000,8000,A,A
2015,Aug,Aug-15,Q3,2015 Q3,蒲公英-博雅创智,Language Learning,200,200,200,Seed/Angel,Seed/Angel
2017,Aug,Aug-17,Q3,2017 Q3,朴新教育,K12,13600,13600,13600,B,B
2018,Jan,Jan-18,Q1,2018 Q1,七巧国,Early Childhood Edu.,20000,20000,20000,Seed/Angel,Seed/Angel
2015,Feb,Feb-15,Q1,2015 Q1,七天网络,SaaS & Informatization,600万人民币,600,600,Seed/Angel,Seed/Angel
2015,Aug,Aug-15,Q3,2015 Q3,七天网络,SaaS & Informatization,1500万人民币,1500,1500,A,A
2016,May,May-16,Q2,2016 Q2,七天网络,SaaS & Informatization,4000万美元,26000,26000,A+,A
2018,Jul,Jul-18,Q3,2018 Q3,七天网络,SaaS & Informatization,2亿人民币,20000,20000,B,B
2018,Oct,Oct-18,Q4,2018 Q4,七月在线,Vocational Edu.,1000万人民币,1000,1000,Seed/Angel,Seed/Angel
2014,Nov,Nov-14,Q4,2014 Q4,奇迹曼特,Vocational Edu.,1000,1000,1000,Undiscloused,Undiscloused
2016,Sep,Sep-16,Q3,2016 Q3,奇喵背词,Language Learning,200,200,200,Seed/Angel,Seed/Angel
2017,Jul,Jul-17,Q3,2017 Q3,企鹅童话,Early Childhood Edu.,2000,2000,2000,Pre-A,Pre-A
2018,May,May-18,Q2,2018 Q2,企鹅童话,Early Childhood Edu.,4000,4000,4000,A,A
2017,Dec,Dec-17,Q4,2017 Q4,启蒙听听,Early Childhood Edu.,2000,2000,2000,Pre-A,Pre-A
2015,Sep,Sep-15,Q3,2015 Q3,起点学院,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2017,Jul,Jul-17,Q3,2017 Q3,起点学院,Vocational Edu.,2250,2250,2250,A,A
2018,May,May-18,Q2,2018 Q2,起向教育,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2017,Jan,Jan-17,Q1,2017 Q1,千锋互联,Vocational Edu.,10000,10000,10000,Undiscloused,Undiscloused
2016,Mar,Mar-16,Q1,2016 Q1,千聊,Paid Knowledge,800,800,800,A,A
2017,Jan,Jan-17,Q1,2017 Q1,千聊,Paid Knowledge,6500,6500,6500,A+,A
2017,Oct,Oct-17,Q4,2017 Q4,千聊,Paid Knowledge,1000,1000,1000,Pre-B,B
2016,Sep,Sep-16,Q3,2016 Q3,签到荚,Higher Edu.,100,100,100,Seed/Angel,Seed/Angel
2018,Feb,Feb-18,Q1,2018 Q1,强棒,Enrichment Programs,800,800,800,Seed/Angel,Seed/Angel
2017,Feb,Feb-17,Q1,2017 Q1,强棒联合,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2015,May,May-15,Q2,2015 Q2,乔布堂,Vocational Edu.,12740,12740,12740,A,A
2017,Mar,Mar-17,Q1,2017 Q1,巧课力,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2013,Mar,Mar-13,Q1,2013 Q1,亲宝宝,Early Childhood Edu.,未披露,0,0,Seed/Angel,Seed/Angel
2014,Mar,Mar-14,Q1,2014 Q1,亲宝宝,Early Childhood Edu.,500万美元,3250,3250,A,A
2016,Dec,Dec-16,Q4,2016 Q4,亲宝宝,Early Childhood Edu.,数千万美元,13000,13000,B,B
2018,Oct,Oct-18,Q4,2018 Q4,亲宝宝,Early Childhood Edu.,数亿人民币,20000,20000,C,C
2018,Aug,Aug-18,Q3,2018 Q3,亲近母语/小步读书,K12,1600万人民币,1600,1600,Pre-A,Pre-A
2017,Jul,Jul-17,Q3,2017 Q3,秦学教育,K12,2000,2000,2000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,琴伴,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,青蚕教育,SaaS & Informatization,200,200,200,Seed/Angel,Seed/Angel
2016,Dec,Dec-16,Q4,2016 Q4,青橙创客教育,STEM,1000,1000,1000,Pre-A,Pre-A
2018,Apr,Apr-18,Q2,2018 Q2,青橙创客教育,STEM,2400,2400,2400,A,A
2014,Jan,Jan-14,Q1,2014 Q1,青果学院,K12,2000万人民币,2000,2000,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,青果学院,K12,未透露,0,0,A,A
2016,Dec,Dec-16,Q4,2016 Q4,青青部落,Study Abroad Services,2000,2000,2000,Pre-A,Pre-A
2018,Aug,Aug-18,Q3,2018 Q3,轻近教育,STEM,450万,450,450,Seed/Angel,Seed/Angel
2016,Jul,Jul-16,Q3,2016 Q3,轻课,Language Learning,1100,1100,1100,Pre-A,Pre-A
2017,Jul,Jul-17,Q3,2017 Q3,轻课,Language Learning,3300,3300,3300,A,A
2018,Jan,Jan-18,Q1,2018 Q1,清帆远航,Others,2000,2000,2000,Strategic Investment,Strategic Investment
2015,May,May-15,Q2,2015 Q2,请他教,K12,6950,6950,6950,A,A
2015,Jul,Jul-15,Q3,2015 Q3,请他教,K12,8600,8600,8600,A+,A
2018,May,May-18,Q2,2018 Q2,求渔学院,Others,0,0,3000,Pre-A,Pre-A
2015,Nov,Nov-15,Q4,2015 Q4,取暖,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,趣口才,Enrichment Programs,0,0,800,Seed/Angel,Seed/Angel
2016,Jul,Jul-16,Q3,2016 Q3,趣学车,Vocational Edu.,10000,10000,10000,A,A
2018,May,May-18,Q2,2018 Q2,圈外同学,Vocational Edu.,0,0,800,Seed/Angel,Seed/Angel
2015,May,May-15,Q2,2015 Q2,全球说,Language Learning,0,0,4000,A,A
2017,Nov,Nov-17,Q4,2017 Q4,人人讲,SaaS & Informatization,1000,1000,1000,Pre-A,Pre-A
2017,Jun,Jun-17,Q2,2017 Q2,人人助学,SaaS & Informatization,1000,1000,1000,Seed/Angel,Seed/Angel
2017,Dec,Dec-17,Q4,2017 Q4,日本村,Language Learning,1000,1000,1000,Pre-A,Pre-A
2018,Jan,Jan-18,Q1,2018 Q1,荣校,SaaS & Informatization,0,0,800,Seed/Angel,Seed/Angel
2015,May,May-15,Q2,2015 Q2,容艺教育,Vocational Edu.,2000,2000,2000,Strategic Investment,Strategic Investment
2016,Dec,Dec-16,Q4,2016 Q4,容艺教育,Vocational Edu.,2000,2000,2000,B,B
2017,Aug,Aug-17,Q3,2017 Q3,融聚邻里（融聚教育）,Enrichment Programs,2000,2000,2000,A,A
2017,Jul,Jul-17,Q3,2017 Q3,瑞达法考,Vocational Edu.,1.92亿人民币,19200,19200,Strategic Investment,Strategic Investment
2018,Jul,Jul-18,Q3,2018 Q3,瑞达法考,Vocational Edu.,5280万人民币,5280,5280,Strategic Investment,Strategic Investment
2015,Oct,Oct-15,Q4,2015 Q4,瑞应书院（找导师）,Higher Edu.,200,200,200,Seed/Angel,Seed/Angel
2016,Dec,Dec-16,Q4,2016 Q4,睿聚教育,Vocational Edu.,3000,3000,3000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,睿刻教育,SaaS & Informatization,200,200,200,Seed/Angel,Seed/Angel
2018,Jan,Jan-18,Q1,2018 Q1,睿小麟,Language Learning,500,500,500,Seed/Angel,Seed/Angel
2015,Oct,Oct-15,Q4,2015 Q4,赛氪-环球竞赛网,Higher Edu.,200,200,200,Seed/Angel,Seed/Angel
2018,Sep,Sep-18,Q3,2018 Q3,赛优教育,Vocational Edu.,数千万人民币,2000,2000,A,A
2016,Oct,Oct-16,Q4,2016 Q4,三节课,Vocational Edu.,1000,1000,1000,Pre-A,Pre-A
2018,Mar,Mar-18,Q1,2018 Q1,三节课,Vocational Edu.,2000,2000,2000,A,A
2016,Jun,Jun-16,Q2,2016 Q2,三立教育,Study Abroad Services,未披露,0,0,Seed/Angel,Seed/Angel
2017,Apr,Apr-17,Q2,2017 Q2,三立教育,Study Abroad Services,0,4000,4000,A+,A
2018,Jul,Jul-18,Q3,2018 Q3,三立教育,Language Learning,数亿人民币,20000,20000,B,B
2016,Jun,Jun-16,Q2,2016 Q2,三莅堂教育,Language Learning,未透露,0,0,Seed/Angel,Seed/Angel
2017,Jul,Jul-17,Q3,2017 Q3,三育教育,Early Childhood Edu.,1.275亿美元,81250,81250,Strategic Investment,Strategic Investment
2018,Aug,Aug-18,Q3,2018 Q3,三育教育,Early Childhood Edu.,2.5亿美元,162500,162500,Strategic Investment,Strategic Investment
